f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Artist,CelestialBody
86353090.433,78896946.043,52521795.53,66604749.912,48303885.708,48986076.541,60407972.391,14277477.633,52129878.193,60277628.341,60795035.527,41800326.842,75224775.446,86387882.595,38915660.859,27485172.788,24591717.07,46394639.384,63021066.153,80638672.649,35909736.862,15824493.602,90588703.066,80733071.616,42826197.481,20598518.081,13355066.833,41930703.197,72224220.115,61449821.571,47597738.214,26391367.423,59584793.717,25226547.967,83126672.451,53380407.749,26664852.205,50327879.27,47348911.6,96474482.272,71444041.958,65952853.924,63402189.305,82886480.776,11603576.906,73377145.687,40558363.486,32060104.701,90058616.857,69779120.529,1,0,0
86355195.588,78895015.265,52502734.112,66632955.496,48316994.762,48989665.977,60415810.201,14278819.292,52125512.239,60280530.254,60794766.327,41841886.456,75226732.492,86370832.559,38909774.526,27817637.17,24582488.294,46409046.247,63012954.417,80629849.962,35884062.628,15842976.016,90592884.336,80729798.54,42831415.282,20592187.699,13353587.871,41925191.234,73237493.351,61558302.965,47607693.49,26385482.832,59584276.653,25235749.766,83136839.325,53382278.418,26664969.394,44502814.396,47338876.938,96473334.311,71447917.494,65943499.023,63398868.818,82887144.185,11604836.876,73380431.847,40579807.676,32059371.677,90064712.356,69775556.393,1,0,0
86363553.99,78899293.493,52518379.414,66592068.177,48295337.797,48990220.65,60427495.671,14265088.173,52130915.523,60293733.921,60802987.946,41844765.444,75242303.201,86336905.093,38903859.676,27506129.189,24595370.891,46387436.33,62981610.669,80625779.744,35907636.492,15825636.264,90581851.918,80724441.621,42863038.905,20577201.535,13353331.505,41919589.74,73226191.183,61552997.845,47605415.943,26463074.867,59584660.639,25228206.878,83109092.275,53392927.963,26666288.405,50321505.333,47455939.646,96472147.668,71442639.058,65945785.15,63418589.695,82893834.571,11602695.465,73377151.628,40552924.616,32060299.312,90058432.332,69781974.728,1,0,0
86363405.573,78901603.788,52518779.918,66588369.711,48289784.349,48990265.884,60423870.633,14267544.702,52120830.244,60280197.971,60727694.039,41843530.186,75240221.542,86362346.862,38931125.422,27523895.476,24611941.639,46366281.463,62964147.088,80645242.561,36330260.023,15825409.451,90578703.008,80733599.3,42828029.37,20580104.211,13383458.963,41920189.756,73279297.525,61560969.577,47597437.826,26382791.912,59584205.634,25230063.771,83123629.372,53371478.164,26665426.979,50321541.794,47346137.303,96478079.107,71446189.884,65952615.164,63408440.15,82891854.868,11603627.94,73380605.755,40558803.161,32059019.958,90137177.015,69775467.567,1,0,0
86355459.925,78908408.335,52513864.82,66677471.614,48290540.874,48990284.648,60413794.834,14262351.141,52134877.777,60388137.096,60783195.542,41845102.259,75113291.98,86368107.364,38920974.79,27551574.049,24483365.348,46394963.86,62991490.695,80537001.93,35911630.03,15826138.456,90585826.485,80728324.094,42822631.343,20582693.347,13354950.701,41927199.192,73254852.548,61545992.871,47581359.915,26397600.356,59584498.601,25228577.555,83135204.957,53374235.537,26664672.643,50300454.257,47311539.406,96472676.508,71438694.874,65949399.408,63389446.39,82887348.648,11603244.579,73380213.049,40550343.693,32061550.266,90057992.287,69773175.01,1,0,0
86351565.463,79229183.046,52520224.039,66560410.686,48288685.199,48990130.372,60444910.433,14318017.566,52128033.507,60272917.331,60834870.407,41846527.179,75224074.366,86388919.942,38854947.051,27504477.12,24593375.551,46356811.155,62988644.799,80624532.17,35912458.28,15824766.837,90586043.289,80719095.38,42825595.897,20580097.896,13353688.267,41923590.285,74800421.429,61556320.029,47595831.551,26350957.031,59584245.233,25224432.051,83139960.386,53367993.224,26666874.587,50299020.587,47341945.141,96470831.491,71446355.583,65942861.337,63392442.08,82886548.018,11684359.3,73381268.778,40568523.84,32060204.438,90057778.298,69807917.191,1,0,0
86340644.114,78911979.923,52512370.881,66593485.807,48320496.555,48990164.394,60414740.508,14256755.313,52130513.994,60278313.633,60785627.368,41844604.078,75235733.153,86352071.355,38908775.46,27486764.712,24577598.807,46401214.206,63019316.044,80626947.032,35905593.564,15842168.724,90587513.461,80719504.161,42825826.631,20598921.456,13354195.809,41934010.048,73212012.218,61561273.894,47596559.319,26404895.014,59583819.876,25227814.027,83121327.059,53407912.224,26659371.219,50332849.713,47343736.131,96473096.141,71439291.627,65942902.056,63398162.339,82881062.256,11646967.871,73363979.84,40558215.479,32059518.493,90046170.672,69737127.56,1,0,0
86355827.432,78901986.074,52518924.578,66598213.775,48299007.012,48990149.694,60415430.822,14275101.953,52129877.669,60275152.918,60792424.961,41840594.399,75235437.173,86368325.693,38917018.782,27512431.994,24591063.155,46406391.054,63023365.585,80636267.493,35910344.668,15826659.443,90586229.384,80730348.605,42825751.557,20580160.441,13354677.971,41926678.999,73235920.738,61556136.194,47594691.778,26389825.286,59584526.949,25227387.279,83126703.666,53379336.902,26665836.674,50322570.769,47344516.466,96472930.971,71443821.411,65945845.674,63400020.636,82886274.236,11602182.03,73380898.291,40553004.133,32061184.605,90058686.613,69772713.894,1,0,0
86347989.543,78926870.641,52518095.392,66622912.091,48297708.209,48990026.512,60411046.874,14271714.831,52129571.343,60439201.713,60783881.174,41844841.351,75242134.951,86388580.581,38632953.437,27519019.032,23122840.794,46435945.816,63000968.15,80628773.892,35909317.94,15845176.442,90583458.056,80730932.474,42826182.444,20584804.586,4907166.929,41925197.408,73278298.217,61563366.903,47318605.725,26394564.148,59584525.246,25217404.392,83129592.346,53387028.04,26666569.612,50338852.895,47347078.599,96472403.677,71433559.301,65927310.744,63403546.625,82881785.861,11586276.155,73372812.745,40555042.649,32064792.536,90058544.797,69798165.082,1,0,0
86355827.431,78901986.068,52518924.577,66598213.843,48299007.067,48990149.691,60415430.82,14275101.959,52129877.669,60275152.81,60792424.975,41840594.51,75235437.093,86368325.683,38917018.792,27512431.992,24591063.237,46406391.17,63023365.983,80636267.913,35910344.667,15826659.443,90586229.403,80730348.674,42825751.557,20580160.412,13354677.978,41926678.999,73235920.638,61556136.188,47594691.751,26389825.362,59584526.949,25227387.279,83126703.427,53379336.907,26665836.721,50322570.731,47344516.462,96472930.968,71443821.418,65945845.7,63400020.636,82886274.224,11602182.03,73380897.368,40553004.133,32061184.605,90058686.614,69772713.894,1,0,0
86355827.431,78901986.074,52518924.604,66598213.714,48299006.988,48990149.693,60415430.822,14275101.954,52129877.68,60275152.777,60792424.974,41840594.44,75235437.688,86368325.669,38917018.792,27512431.998,24591063.134,46406391.199,63023365.554,80636267.688,35910344.655,15826659.443,90586229.404,80730348.645,42825751.556,20580160.432,13354677.972,41926679.0,73235920.823,61556136.175,47594691.78,26389825.046,59584526.949,25227387.279,83126703.495,53379336.902,26665836.675,50322570.757,47344516.465,96472930.972,71443821.408,65945845.721,63400020.636,82886274.23,11602182.031,73380898.346,40553004.133,32061184.605,90058686.613,69772713.894,1,0,0
86619051.924,78895144.776,52519363.234,66620634.79,48292573.304,48990295.76,60411261.251,14265957.705,52129801.985,60272891.379,60802621.75,41836100.553,75239825.488,86357879.774,38734854.689,27507565.913,24589618.612,46421736.529,62875745.599,80632796.583,35909961.146,15826607.015,90583459.01,80733704.421,42823945.104,20600300.646,13355271.496,41923209.371,73246306.889,61509619.295,47607950.481,26372740.027,59583679.025,25225037.725,83100591.207,53387628.593,26666567.479,50316796.661,47348385.947,96472744.338,71435121.74,65935474.21,63419332.406,82871341.065,11604611.472,73371518.983,40553100.522,32058820.69,90066714.564,69776755.779,1,0,0
86355827.432,78901986.074,52518924.577,66598213.788,48299007.11,48990149.693,60415430.822,14275101.917,52129877.669,60275152.834,60792424.961,41840594.403,75235437.204,86368325.68,38917018.79,27512431.994,24591062.992,46406391.203,63023365.533,80636267.741,35910344.661,15826659.443,90586229.403,80730348.198,42825751.559,20580160.446,13354677.97,41926678.998,73235920.763,61556136.191,47594691.778,26389824.947,59584526.949,25227387.279,83126703.476,53379336.914,26665836.677,50322570.754,47344516.466,96472931.021,71443821.403,65945845.684,63400020.636,82886274.223,11602182.03,73380898.348,40553004.133,32061184.605,90058686.613,69772713.894,1,0,0
86351919.804,78900152.855,52519033.013,66584192.967,48299779.218,48990271.819,60404488.477,14276045.747,52128228.455,60273487.231,60795305.086,41858983.656,75229826.043,86364199.745,38906431.974,27509333.646,24596968.923,46412053.685,63014701.419,80633776.847,35911421.174,15826905.374,90579879.251,80751022.036,42824612.867,20586292.377,13354671.013,41927297.157,73235408.199,61555849.658,47599419.906,26389125.827,59584610.665,25226873.432,83127747.586,53372195.965,26668997.119,50316289.787,47343151.941,96472776.483,71444029.034,65946418.646,63401385.296,82885282.678,11527417.807,73382160.745,40551460.06,32062117.216,90059329.407,69800966.976,1,0,0
86359915.311,78899828.466,52519079.45,66617279.564,48303223.055,48990143.558,60394932.483,14299340.246,52138340.704,60261948.596,60778634.571,41923244.747,75243007.939,86365792.986,38938710.509,27477844.302,24595693.277,46409346.453,62977402.512,80607505.243,35903472.103,15828235.246,90586377.923,80727069.922,42822981.011,20574622.166,13358543.939,41922470.158,73218218.324,61560351.75,47579090.315,26375473.197,59583121.927,25226973.307,83132296.098,53433714.48,26668098.772,50334188.924,47341038.439,96474405.36,71459869.082,65957952.272,63402844.319,82885344.238,11606191.506,73364739.658,40556094.008,32063225.534,90055374.592,69814001.448,1,0,0
86354600.404,78867784.63,52519671.854,66607990.91,48286580.054,48989906.517,60413003.803,14417514.857,52128312.37,60276872.904,60770262.116,41860874.643,75219806.755,86356764.226,38920342.605,27368218.335,24600066.433,46493180.469,63040088.9,80674051.426,35907105.59,16073189.074,90584442.621,80721259.082,42824990.683,20567898.886,13354399.2,41926942.962,73241438.249,61534627.121,47571551.388,26384357.571,59583809.409,25227894.043,83149696.827,53357117.553,26669804.472,50284178.709,47349814.46,96472622.563,71442495.319,65936658.707,63420015.568,82893834.385,11657544.623,73383167.512,40548050.325,32057785.782,90059715.766,69798247.791,1,0,0
86360341.834,78901779.198,52519641.769,66584794.3,48313548.494,48990567.051,60416347.646,14305794.298,52131641.345,60289701.678,60805437.592,41826834.835,75246447.279,86352126.281,38950851.38,27153413.513,24598300.584,46430660.55,63037830.966,80642123.214,35905421.092,15822570.376,90596232.96,80731054.253,42826166.19,20581160.761,13356620.886,41921960.429,73226182.534,61533546.334,47595714.192,26389786.586,59584040.872,25237751.812,83128073.979,53372099.568,26665425.587,50309997.994,47343412.264,96469868.269,71438307.473,65941522.404,63394033.086,82889083.093,11602126.7,73378629.941,40604772.915,32063351.176,90059609.603,69773616.263,1,0,0
86085821.965,78895872.631,52519410.515,66579729.671,48295768.862,48989183.972,60416948.091,14288470.085,52126763.574,60269978.826,60763247.384,41856261.821,75302100.884,86372796.174,39001846.146,27500131.292,24588766.641,46419235.79,62938668.048,80634217.537,35910558.723,15788821.837,90587961.126,80716878.788,42825859.203,20582082.296,13355080.825,41924772.024,73243381.458,61568150.888,47594789.728,26369732.871,59584545.636,25226294.587,83197137.072,53318640.98,26667006.417,50214655.66,47336683.887,96472157.781,71454636.502,65939947.125,63256346.714,82885713.449,11599471.738,73383011.032,40551870.843,32057884.114,90058366.93,69776932.606,1,0,0
86353000.547,78901950.573,52520257.95,66595436.721,48289599.984,48989963.755,60423690.186,14283837.148,52130797.129,60643204.114,60792808.111,41848040.659,75230803.661,86372787.386,38941546.256,27521197.534,24557769.382,46387089.321,62946948.266,80637060.092,35921113.251,15826185.831,90586931.894,80732473.89,42824601.112,20576337.148,13354322.038,41942782.885,73180706.138,61562523.821,47643116.948,26585011.692,59585111.504,25233093.772,83144762.157,53397825.33,26666837.9,50331344.002,47346656.973,96470152.243,71434697.603,65949365.057,63380297.27,82897693.243,11600128.363,73379181.468,40549704.429,32061350.889,90058957.847,69768609.884,1,0,0
86346565.41,78887941.479,52520534.219,66578141.856,48300437.719,48990345.015,60428986.895,14289782.968,52134351.935,60251972.063,60776920.073,41854607.46,75234760.512,86367303.746,38975822.228,27544616.309,24586268.332,45806116.375,62946884.799,80642931.905,35906862.776,15824568.33,90585936.024,80735678.139,42827677.6,20727139.074,13345307.611,41927135.902,73235740.827,61559907.733,47591918.66,26420261.461,59584853.209,25228870.628,83116776.26,53371466.509,26670018.534,50295881.295,47342101.49,96472361.158,71439239.956,65947904.193,63392936.368,82885693.768,11599075.847,73381889.552,40550951.241,32061369.31,90079184.825,69782917.57,1,0,0
86369732.626,78911836.864,52522867.736,66665258.123,48282713.277,48990125.59,60417292.418,14241333.88,52130453.726,60272391.219,60805761.922,41876240.831,75238414.521,86488900.265,38898402.168,27508521.792,24594875.209,46436538.523,63007374.914,80635476.045,35915357.938,15826596.378,90581715.075,80591465.348,42826051.653,20580173.484,13368556.024,41923832.622,73210880.294,61555353.855,47603810.209,26373488.781,59584740.056,25230371.272,83127360.722,53392087.665,26666461.872,50288390.387,47347357.533,96473340.478,71438142.535,65946435.429,63356996.406,82889401.513,11600771.217,73386515.206,40553417.984,32059473.483,90059242.917,69767250.223,1,0,0
86355827.432,78901986.075,52518924.576,66598213.748,48299007.078,48990149.694,60415430.822,14275101.95,52129877.666,60275152.857,60792424.961,41840594.439,75235437.177,86368325.739,38917018.796,27512431.993,24591063.312,46406390.145,63023365.615,80636267.669,35910344.659,15826659.443,90586229.401,80730348.641,42825751.553,20580160.169,13354677.973,41926678.998,73235920.737,61556136.19,47594691.78,26389825.347,59584526.949,25227387.278,83126703.495,53379336.899,26665836.673,50322570.734,47344516.465,96472930.97,71443821.413,65945845.713,63400020.636,82886274.226,11602182.033,73380898.627,40553004.135,32061184.605,90058686.613,69772713.894,1,0,0
86371076.579,78909344.624,52518627.535,66587929.517,48291480.897,48990255.947,60423691.463,14258856.963,52129145.76,60261461.765,60861186.627,41878132.119,75243134.746,86387476.091,38977834.772,27488176.932,24592969.282,46413552.981,62952751.649,80640370.433,35928470.0,15824879.243,90585985.533,80728237.59,42825581.238,20581879.761,13373872.559,41932310.625,73236670.745,61858545.043,47595735.916,26401068.453,59584455.544,25231950.926,83132974.708,53341906.695,26668108.472,50322220.751,47352060.435,96471544.449,71443099.566,65934058.538,63464583.876,82871256.403,11588669.488,73383067.449,40557704.163,32061738.981,90058751.171,69773990.158,1,0,0
86452383.466,78906979.943,52519082.784,66594316.874,48289872.401,48989661.008,60612794.8,14420155.13,52133647.686,60294679.784,60799971.763,41886712.038,72984644.574,86372695.551,38930328.964,27516682.215,24594734.439,46498041.536,63053972.814,80637373.048,35907664.836,15829542.497,90592866.886,80730362.332,42825142.74,20581465.81,13356876.85,41928641.743,72719396.947,61561305.627,47602020.74,26387030.706,59584602.014,25225666.829,83112962.801,53398271.146,26666941.215,50318388.296,47341269.309,96485529.311,71328611.795,65945704.424,63397193.88,82885441.964,11594246.063,73377458.316,40555756.875,32064489.883,90059670.439,69768352.645,1,0,0
86366149.196,78902550.503,52519760.155,66582201.524,48301052.797,48990401.892,60403326.835,14269075.568,52131200.047,60283865.196,60794894.758,41836070.908,75223535.604,86289485.698,38896850.599,27521103.907,24583932.429,46447584.779,62971338.991,80642585.009,35903081.028,15826969.676,90580966.782,80747791.636,42826430.69,20568990.577,13353190.543,41929351.317,73241082.201,61554487.864,47604157.402,26352792.456,59584116.532,25214949.508,82976997.22,53374119.305,26663581.663,50302061.278,47348160.254,96472536.388,71292739.073,65956932.925,63415025.765,82886827.224,11615340.847,73377548.05,40546614.677,32061716.474,90056522.906,69773794.027,1,0,0
86354196.15,78903380.638,52524519.819,66593155.014,48299590.187,48989401.926,60416030.573,14283987.057,52123952.234,60280450.023,60794963.644,41839946.559,75219752.493,86358661.664,39011205.941,27523680.247,24581664.496,46420427.474,63048788.498,80625953.888,35911209.06,15825791.737,90585036.351,80729068.859,42826706.987,20576910.129,13353573.989,41976054.762,73251612.097,61545332.608,47585518.995,26389266.521,59583675.119,25089798.773,83125158.298,53326402.418,26663964.639,50300498.472,47265297.074,96472367.388,71445956.824,65951239.627,63407654.632,82877069.397,11602129.019,73337879.968,40554637.32,32060165.154,90057657.383,69773075.969,1,0,0
86354629.816,78901781.913,52518891.186,66599027.575,48301424.738,48989933.436,60418371.724,14278456.303,52125724.775,60272959.108,60785274.594,41838691.451,75229313.136,86387725.21,38918084.656,27509355.921,24588707.475,46408861.26,62994287.197,80606905.117,35912788.467,15827475.03,90586292.989,80723779.04,42826621.594,20581108.41,13355799.813,41929228.118,73234018.589,61555450.304,47593730.256,26388803.928,59584548.987,25227278.009,83142288.627,53380239.42,26671044.273,50324409.016,47346759.748,96473147.015,71442081.53,65946708.085,63387856.853,82888851.808,11604941.981,73380127.243,40552795.575,32060893.508,90050741.647,69750867.1,1,0,0
86349633.164,78898780.882,52519429.702,66598202.222,48306297.092,48990100.75,60413285.794,14278982.686,52130281.602,60273637.8,60783416.356,41839283.031,75235315.189,86368900.31,38914518.527,27515417.114,24591260.637,46408492.63,63033090.715,80630026.527,35910481.139,15827160.206,90532283.298,80715429.044,42825429.176,20580416.641,13355150.348,41923644.745,73235395.009,61552406.924,47594904.049,26388210.842,59584646.489,25227664.906,83131914.25,53388147.042,26665665.628,50324270.264,47341708.735,96467328.29,71406253.772,65949099.544,63399842.92,82886810.393,11610940.497,73361629.763,40555747.164,32060801.52,90057806.309,69736394.003,1,0,0
86357972.527,78915923.223,52516442.438,66592753.472,48298474.268,48989684.231,60447967.377,14236986.973,52130835.904,60291976.493,60807133.555,41818521.569,75113650.703,86376055.724,38866432.713,27522349.694,24574161.001,46409064.144,62983126.934,80623165.196,35913034.412,15833087.831,90584973.077,80760789.088,42826472.201,20577934.699,13353578.008,41880215.363,73343482.843,61554789.353,47579262.366,26375648.42,59584479.509,25234748.013,83185216.86,53400152.329,26665144.153,50312938.513,47319949.431,96471912.595,71441286.974,65944341.999,63409792.875,82884134.628,11602996.266,73363745.044,40558264.306,32062326.523,90058741.659,69770655.579,1,0,0
86354058.654,78898588.975,52515018.365,67037066.946,48273142.756,48985935.869,60416249.679,14269182.911,52124620.106,60262734.885,60771582.399,41841670.836,75240160.642,86380303.596,38906952.887,27511169.477,24592064.805,46405339.6,63036390.364,80599195.951,35911464.63,15827076.902,90564757.082,80737768.531,42823311.92,20580418.235,13353747.626,41920510.298,73217482.523,61274979.282,47608446.26,26394549.478,59584441.913,25225881.59,83117552.425,53537730.934,26669050.018,50302539.453,47638964.965,96473162.605,71448633.66,65953430.732,63416140.135,82885163.685,11621662.509,73392728.512,40564846.506,32061622.054,90058970.905,69772654.292,1,0,0
86349090.832,78898964.614,52517468.542,66586611.958,48302699.495,48990980.987,60429879.285,14294986.964,52127712.328,60275162.806,60800906.775,41828644.842,75218954.568,86362483.755,38924230.254,27425903.013,24581650.229,46406606.773,62998933.501,80660358.278,35903470.214,15848339.46,90585000.546,80720537.865,42822271.978,20582569.271,13364377.148,41922876.404,73253377.041,61565423.462,47594807.884,26358529.574,59584274.529,25282718.609,83120122.221,53452537.28,26671332.275,50315523.165,47352461.175,96473157.437,71444149.11,65942345.496,63402241.675,82885903.79,11598664.119,73367868.545,40549085.605,32060095.109,90061182.773,69746323.299,1,0,0
86351915.421,78896760.555,52519183.156,66605156.397,48315310.276,48990306.908,60409446.806,14233371.829,52130123.627,60226857.342,60785881.481,41876208.46,75244515.744,86370996.702,38832344.802,27485810.543,24584110.771,46413126.946,62941355.798,80636062.844,35924913.992,15827253.376,90585833.633,80722577.115,42816226.907,20571887.776,13354955.833,41920099.69,73255234.827,61546088.111,47585841.77,26407188.501,59587107.965,25229893.945,83133663.668,53390120.301,26666597.487,50249467.545,47178350.746,96474749.288,71432095.752,65949090.755,63429623.835,82889089.339,11603026.916,73386202.064,40550974.168,32058700.044,90059656.488,69776184.156,1,0,0
86379663.812,78897196.666,52518704.558,66632548.331,48285314.344,48990192.416,60542956.095,14295924.427,52129681.023,60282184.301,60812646.166,41823976.863,75202101.661,86381287.442,39082597.745,27546183.344,24588141.967,46402910.751,63016763.418,80649494.6,35955205.582,15860121.653,90585494.988,80726978.14,42828088.311,20686235.382,13357720.555,41928690.0,73238404.424,61554238.55,47598425.739,26402906.452,59584164.666,25234787.395,83106987.628,53338967.973,26655193.548,50323910.181,47345153.081,96472312.381,71448831.14,65943243.232,63399738.866,82888210.371,11620658.968,73379062.339,40556811.298,32061732.43,90060098.593,69807667.915,1,0,0
86360444.181,78900431.696,52519368.207,66623129.026,48294315.614,48990317.657,60455217.108,14266059.149,52127304.673,60268474.368,60815706.756,41844604.559,75345405.975,86360325.678,38908238.947,27524999.546,24592175.989,46398549.518,63061470.804,80632685.462,35911905.216,15839762.603,90590679.241,80730131.593,42837342.818,20579320.718,13354236.505,41928457.153,73205568.35,61558375.454,47596017.922,26388840.907,59584481.949,25232347.311,83119807.043,53372107.244,26665673.639,50313457.981,47350942.674,96473582.0,71445322.477,65960402.542,63407528.061,82892681.555,11604740.275,73378536.23,40552850.582,32061450.622,90058545.755,69790189.777,1,0,0
86337381.87,78908907.526,52515684.948,66888161.658,48294781.08,48990079.807,60411257.671,14267735.693,52129519.457,60271457.221,60744800.879,41850400.087,75244144.895,86372378.066,38901931.254,27565108.417,24581646.856,46517313.273,63022388.004,80614379.525,35904950.838,15828161.002,90584422.724,80730367.347,42825095.901,20588013.062,13354847.515,41951981.984,73238330.673,61563163.974,47588861.859,26396310.761,59564109.666,25233267.364,83095322.18,53378480.694,26664934.754,50301858.237,47343205.443,96467700.78,71502563.58,65967850.701,63403510.133,82891224.975,11357637.636,73369307.468,40560361.004,32061132.7,90057896.546,69749320.24,1,0,0
86355827.432,78901986.073,52518924.577,66598213.77,48299006.969,48990149.692,60415430.822,14275101.948,52129877.669,60275152.835,60792424.965,41840594.461,75235437.12,86368325.684,38917018.788,27512431.995,24591063.274,46406391.416,63023365.536,80636267.722,35910344.66,15826659.443,90586229.404,80730348.64,42825751.562,20580160.444,13354677.971,41926678.998,73235920.726,61556136.135,47594691.779,26389827.94,59584526.948,25227387.279,83126703.5,53379336.901,26665836.667,50322570.739,47344516.466,96472930.97,71443821.411,65945845.716,63400020.636,82886274.224,11602182.032,73380898.273,40553004.133,32061184.605,90058686.613,69772713.894,1,0,0
86359954.346,78912297.057,52519698.56,66622350.591,48295523.861,48985206.447,60404541.316,14283088.888,52122174.507,60278689.578,60806322.597,41806782.753,75236063.614,86351905.498,38909014.008,27517811.577,24586543.66,46403724.326,63010802.493,80633323.076,35906084.693,15816865.402,90587941.164,80733198.176,42826639.636,20576867.098,13365692.519,41925899.301,73233712.232,61546429.687,47593728.742,26401167.27,59584602.655,25249659.352,83147377.269,53376270.185,26660328.768,50339715.327,47352607.235,96473513.045,71427610.528,65941725.535,63418977.237,82890139.216,11605820.331,73382649.293,40550615.557,32062784.225,90058998.001,69782610.229,1,0,0
86355827.431,78901986.076,52518924.577,66598213.732,48299007.135,48990149.694,60415430.822,14275101.958,52129877.663,60275152.656,60792424.967,41840594.473,75235437.182,86368325.674,38917018.782,27512431.999,24591063.257,46406391.169,63023366.312,80636267.854,35910344.663,15826659.443,90586229.401,80730348.636,42825751.559,20580160.411,13354677.972,41926678.999,73235920.732,61556136.163,47594691.775,26389825.061,59584526.949,25227387.279,83126703.548,53379336.9,26665837.288,50322570.692,47344516.466,96472930.978,71443821.406,65945845.722,63400020.636,82886274.223,11602182.031,73380898.355,40553004.133,32061184.605,90058686.613,69772713.894,1,0,0
86354775.232,78903354.197,52519397.952,66586422.972,48307248.367,48990666.946,60426452.56,16678919.598,52128860.011,60275926.463,60765973.509,41796241.61,75227431.452,86393886.29,39193579.51,27569378.054,24606098.6,46415309.315,63059864.306,80638762.277,35944605.974,15827493.23,90584068.645,80738966.742,42825293.545,20565183.145,13353539.277,41929119.036,73246367.044,61561273.691,47577733.643,26414845.23,59584899.517,25228959.812,82885474.867,53443250.329,26668644.945,50206942.141,47338035.355,96473353.671,71451850.13,65946941.015,63405963.898,82883327.329,11601841.061,73387872.557,40553654.355,32062437.778,90063263.872,69790222.019,1,0,0
86353969.745,78902378.94,52519998.284,66617316.874,48242152.571,48990583.974,60414142.142,14275789.312,52128013.756,60230332.581,60797303.196,41309201.019,75225374.441,86370485.429,39143858.642,27497042.95,24599127.004,46389062.166,62740186.262,80636590.092,35913642.459,15824719.158,90586868.303,80732950.43,42824203.135,20582322.262,13352032.395,41904891.295,73227150.349,61560227.456,47605411.824,26374655.204,59584125.995,25228716.353,83134248.128,53348604.505,26670793.466,50296955.519,47340167.409,96472334.801,71446057.443,65952043.758,63394362.487,82884759.405,11617332.372,73378472.871,40550285.958,32062529.047,90059164.373,69773468.522,1,0,0
86291544.16,78898062.327,52526978.458,66550696.328,48302670.523,48990273.554,60412763.75,14291624.531,52131273.779,60289305.436,60340361.779,41834754.228,75224441.897,86365773.65,38954921.748,27566148.013,24572384.5,46378698.274,63010134.259,80643928.126,36196652.635,15814687.205,90589555.009,80732569.749,42824312.693,20579260.361,13360008.926,41927612.906,73234196.069,61606062.698,47613727.036,26444130.08,59585681.112,25234011.332,83104369.021,53393679.253,26666863.1,50320869.996,47358593.497,96473820.196,71452968.236,65948594.238,63394036.316,82891041.027,11584925.335,73299259.872,40565055.597,32060489.67,90058470.72,69675899.52,1,0,0
86358853.57,78898862.615,52519095.839,66601875.096,48300085.08,48992652.617,60421654.2,14282536.849,52130837.869,60277573.141,60788437.152,41840213.688,75239702.231,86366333.245,38997588.95,27501693.906,24590457.146,46409806.332,63406798.827,80636935.894,35915892.447,15829473.846,90623782.512,80719762.209,42849329.268,20548048.836,13367903.239,41924297.628,73246191.759,61553443.965,47527456.75,26388790.738,59583770.828,25223465.307,83133183.187,53386571.648,26667974.117,50355717.537,47332327.637,96473685.643,71446034.891,65945624.208,63386760.562,82881181.952,11605758.527,73379765.269,40543858.958,32060372.043,90062895.374,69790603.509,1,0,0
86359107.022,78896626.648,52519104.996,66596691.016,48295131.962,48990486.471,60425389.821,15429296.447,52128108.184,60435038.409,60811356.02,41805526.771,75208527.84,86369324.054,38863630.129,27505710.25,24599996.686,46419044.93,62975259.794,80628752.584,35904159.581,15826796.461,90579694.837,80729591.867,42825403.681,20587894.263,13345154.365,41923228.596,73244010.643,61555729.444,47591646.034,26362427.294,59584339.873,25230976.05,83135207.46,53371381.072,26665154.484,50299801.187,47336998.009,96472147.148,71448748.654,65948986.924,63373917.842,82883058.118,11607656.047,73438745.349,40551185.752,32044452.33,90058442.035,69769245.011,1,0,0
86355827.432,78901993.391,52518924.577,66598213.766,48299007.024,48990149.693,60415430.823,14275101.96,52129877.669,60275152.835,60792424.975,41840594.425,75235437.174,86368325.682,38917018.815,27512431.997,24591063.004,46406391.093,63023365.674,80636267.699,35910344.67,15826659.443,90586229.403,80730349.325,42825751.567,20580160.459,13354677.958,41926678.998,73235920.737,61556136.187,47594691.776,26389825.193,59584526.949,25227387.279,83126703.471,53379336.902,26665836.678,50322570.729,47344516.466,96472930.975,71443821.402,65945845.717,63400020.636,82886274.224,11602182.031,73380898.428,40553004.132,32061184.605,90058686.613,69772713.894,1,0,0
86364660.027,78900578.864,52518826.177,66594181.84,48296913.521,48990247.982,60428158.486,14267454.831,52144221.175,60384238.702,60797378.163,41840360.084,75230286.145,86373091.78,38908812.289,27512035.973,24593275.876,46473133.895,62995372.535,80634718.81,35952138.3,15825137.384,90585911.071,80734451.527,42826156.906,20574248.045,13353900.013,41921262.448,73229661.878,61555353.899,47358261.535,26400373.041,59584442.481,25229724.926,83110286.585,53372276.172,26666580.51,50352375.334,47345423.103,96491888.953,71442834.204,65944240.373,63391036.854,82889727.687,11603261.457,73369905.256,40552827.015,32061730.746,90058289.934,69778303.882,1,0,0
