f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Artist,CelestialBody
86362449.007,78894968.047,52518171.296,66607524.746,48296932.403,48996140.9,60377855.121,14295781.761,52131716.208,60291212.065,60783678.106,41864914.202,75236307.38,86367516.292,38911603.631,27547501.183,24601912.277,46391715.561,63138064.238,80660138.712,35908885.968,15826977.936,90592933.34,80726380.84,42825784.171,20580373.092,13354538.619,41924493.121,73226354.366,61562299.608,47595966.234,26413753.264,59584363.74,25225408.862,83451056.103,53336727.963,26664867.696,50340588.908,47376421.59,96472651.098,71445561.51,65939171.311,63409915.315,82895130.194,11631457.398,73392370.782,40548133.976,32061820.381,90058379.374,69813844.911,1,1,0
86352919.817,78904564.034,52533999.064,66597084.147,48301426.823,48989165.282,60419280.858,14247717.872,52340656.205,60306372.191,60878679.54,41839642.149,75236603.772,86358450.818,38895051.54,27538110.148,24597724.456,46656260.424,62965918.172,80649900.436,35919579.725,15827627.125,90588228.872,80704395.475,42826814.512,20588078.219,13355031.464,41890917.17,73082653.869,61576077.601,47600888.422,26342136.706,59583622.812,25215233.852,83117626.098,53367319.946,26663536.524,50283507.669,47340226.466,96473194.051,71443756.736,65946860.108,63404083.861,82886036.616,11577563.86,73471441.819,40560076.756,32060733.319,90063135.885,69796138.596,1,1,0
86344846.779,78894827.16,52520490.22,66594321.913,48295475.754,48990130.429,60409983.742,14242081.648,52129552.613,60278534.981,60786526.913,41882227.53,75243980.785,86305724.963,38872120.415,27513266.038,24646537.448,46397940.676,63036827.268,80639910.425,35913729.723,15817663.933,90584613.303,80715424.505,42833991.09,20578583.429,13354021.505,41923657.095,73238355.957,61562971.247,47598676.032,26389564.541,59583359.162,25228579.139,83217058.782,53367400.097,26663006.354,50367106.588,47313957.37,96473228.169,71442479.661,65932055.881,63391882.376,81933956.399,11395538.873,74058761.068,40484974.402,32060886.546,90057832.983,69769849.623,1,1,0
86355840.756,78905263.964,52519581.976,66631624.802,48417796.543,48990292.689,60347571.874,14275736.313,52129250.973,60285807.582,60793817.924,41855109.352,75574109.82,86370862.775,38877208.019,27518797.074,24449956.531,46393363.834,63050108.759,80619342.244,35916428.237,15823231.396,90585403.751,80723431.288,42826317.831,20560098.59,13349484.724,41922987.072,73245418.001,61557530.884,47577804.765,26402699.025,59584480.689,25235863.185,83121482.685,53370025.099,26676237.366,50368714.29,47418868.738,96472803.858,71446790.077,65952111.153,63393961.482,82887829.47,11607741.678,73382420.648,40552465.89,32063101.613,90057551.886,69775969.09,1,1,0
86365271.288,78908017.623,52520059.354,66576247.915,48301583.441,48990161.929,60414034.084,14279359.017,52138371.624,60274069.323,60776899.199,41793884.579,75170565.034,86374024.81,38914478.581,27511684.37,24586610.772,46423792.829,63070985.495,80650545.824,35910342.399,15827815.222,90584727.395,80731057.035,42827059.382,20575998.177,13355185.11,41918598.702,73242213.739,56951051.764,47590841.039,26400384.729,59586827.498,25231876.094,83146878.353,53373729.388,26665562.311,50249600.153,47334206.166,96472082.229,71444854.983,65945849.625,63391084.094,82893042.522,11599626.196,73363466.133,40553907.02,32056304.078,90053181.044,69778386.55,1,1,0
86493141.628,78892758.616,52524459.884,66609680.334,48301732.506,48990582.098,60404679.687,14253968.252,52131811.814,60147279.291,60750253.12,41840766.685,75226140.323,86365324.062,38910417.262,27519952.307,24598813.117,46396393.296,63338529.63,80663245.19,35914587.748,15826511.614,90581602.24,80731101.51,42824721.731,20582445.425,13351919.699,41938374.66,73265539.777,61555072.424,47608344.29,26359842.697,59582290.539,25226784.284,83121131.534,53325341.983,26665725.592,50342304.115,47335782.479,96474422.676,71432141.855,65944334.729,63354592.886,82823783.463,11612130.678,73376647.177,40553274.101,32062096.897,90060164.106,69776453.214,1,1,0
86364859.593,78899677.618,52519619.484,66615986.172,48273656.884,48990069.125,60414823.53,14318058.812,52129862.679,60299689.587,60774763.594,41833113.576,75213746.002,86362036.516,38933899.765,27574473.779,24590764.432,46445363.741,63092253.834,80641628.141,35913584.502,15829452.481,90583920.227,80729955.497,42831801.226,20576942.386,13352009.301,41922233.86,73230849.737,61544821.221,47578075.822,26286781.651,59583790.033,25225963.508,83125358.315,53348599.92,26657913.938,50267927.433,47338001.446,96472907.04,71449386.0,65946320.407,63385295.274,82879595.102,11607554.106,73382396.671,40553097.189,32072121.391,90058416.586,69760929.545,1,1,0
86343211.471,78906056.539,52518982.565,66618764.585,48386786.185,48990674.65,60447321.598,14275090.102,52129818.424,44716316.158,60753912.222,41881112.151,75256774.707,86359836.661,39031467.799,27738456.427,24589853.743,46394795.547,63012544.765,80645670.022,35866851.967,15826671.444,90583345.725,80736679.319,42824731.978,20584525.69,13352279.873,41946024.647,73244427.816,61553981.822,47592985.003,26410134.867,59585036.859,25225746.36,83125405.446,53406415.723,26665240.947,50312849.222,47361010.951,96472668.061,71407295.325,65948127.72,63353020.121,82885461.015,11604350.853,73368555.07,40563369.011,32055606.561,90058365.987,69811215.237,1,1,0
86365636.873,78900781.021,52519908.986,66605955.094,48313036.561,48989752.289,60409660.91,14270149.099,52140492.628,60253973.086,60791809.35,41836106.834,75224547.768,86389326.213,38928604.29,27521413.44,24618401.572,46481801.004,62992111.846,80528372.006,35917607.783,15825404.705,90587155.002,80731646.032,42830628.565,20585503.087,13404148.269,41925608.854,73241320.909,61556681.172,47566656.157,26370234.589,59584271.907,25231857.105,83113929.095,53387198.844,26673719.262,50335545.54,47387824.617,96520139.974,71446425.055,65952391.292,63440520.267,82863791.438,11605655.658,73369421.385,40552907.182,32061687.653,90059193.895,69766708.162,1,1,0
86361003.435,78916549.537,52519656.91,66564525.22,48289759.348,48990030.598,60439942.102,14285443.642,52131788.554,60263363.256,60767192.666,41843739.995,75196967.35,86370256.419,38914551.902,27542477.273,24648439.599,46433220.987,63524865.41,80631271.785,35956192.777,15828561.429,90584870.557,80739318.732,42826243.959,20603791.323,13359240.831,41924490.137,73211563.153,61549649.162,47604342.054,26351942.078,59584534.939,25232882.688,83119182.16,53521816.721,26666557.039,50334105.333,47344233.506,96472135.848,71448576.748,65948778.513,63397758.075,82892161.098,11609309.912,73378915.306,40554010.461,32062615.335,90099834.126,69772256.732,1,1,0
86358451.821,78890370.86,52512286.146,66624759.206,48298323.866,48989529.445,60416402.398,14275026.481,52139036.442,60274259.161,60800007.728,42009578.829,75245258.507,86370298.279,38944452.541,27557625.525,24594008.97,46398500.363,62846224.615,80651525.824,35911413.861,15826510.286,90587060.335,80728977.239,42826520.516,20578910.94,13351188.665,41927056.988,73236686.861,61556237.921,47590415.093,26391960.768,59583601.914,25231014.047,83124866.576,53375875.309,26667085.608,50113015.262,47288577.099,96474119.119,71444549.975,65849961.759,63399788.295,82880262.57,11594418.205,73361045.235,40549026.408,32062350.584,90059091.082,69767920.089,1,1,0
86362268.718,78881014.835,52519644.829,66601357.142,48302137.153,48990101.929,60417974.036,14255181.273,52128665.331,60274456.969,60790284.717,41838401.563,75211432.896,86368818.313,38913655.307,27462236.266,24599376.903,46365371.107,63024888.546,80635681.53,35905285.116,15826147.474,90587131.988,80736931.769,42824368.782,20556445.725,13355622.738,41922274.544,73236254.028,61554641.413,47597582.589,26398005.289,59583714.165,25227923.118,83115282.396,53443866.832,26663524.687,50324338.299,47354284.29,96474184.835,71448284.795,66069163.031,63321373.228,82887119.691,11607541.099,73381568.938,40560582.811,32061007.32,90058632.781,69778437.041,1,1,0
86365347.619,81198051.519,52517709.399,66617968.763,48302223.116,48989762.301,60477729.136,14291789.894,52136392.49,60269023.001,60811099.278,41822994.608,75126125.158,86365210.185,38899116.556,27519900.431,24601925.592,46401165.595,63016983.249,80637730.829,35908205.713,15848405.268,90586646.639,80759392.846,42808960.743,20606041.786,13352837.943,41924930.169,73226060.281,61557845.913,47603620.488,26460302.61,59582182.586,25230195.071,83148850.991,53374922.366,26671925.041,50360768.628,47571751.221,96474258.469,71443378.936,65944023.015,63399133.779,82891070.419,11496821.938,73410722.254,40549470.239,32061954.067,90058652.843,69783394.632,1,1,0
86350156.711,78925926.48,52520018.574,66602884.408,48289283.117,48990345.899,60405743.775,14242126.86,52131732.685,60300020.347,60797180.317,41836299.873,75234068.786,86371868.608,38899705.674,27534571.804,24612243.869,46449234.489,63011969.754,80646524.6,35906892.447,15826819.599,90599268.716,80749440.619,42825903.027,20572313.288,13354291.84,41921422.163,73201081.165,61553269.304,47599618.815,26399595.319,59585008.012,25225160.422,85471771.645,53357529.861,26664831.51,50349961.221,47346786.151,96472859.434,71445988.172,65945537.518,63405493.903,82891406.501,11599647.248,73370301.155,40552713.199,32064829.286,90054487.718,69776484.387,1,1,0
86417976.13,78899670.786,52520155.66,66609431.73,48286593.195,48990240.306,60422270.286,14257943.118,52129624.953,60295995.854,60805923.7,41851989.126,75251695.98,86380573.623,38939033.069,27487170.06,24588514.891,46437365.24,63474607.959,80629356.035,35905691.168,15852454.635,90586393.723,80726845.265,42802266.95,20582398.901,13352572.821,41909908.488,73231346.485,60383392.241,47362429.045,26335586.105,59582996.398,25226897.658,83260491.126,53399871.622,26666634.091,50333640.474,47354710.359,96473321.185,71451620.624,65970870.442,63410963.449,82887108.677,11605447.495,74063065.901,40554810.494,32062770.294,90058988.989,69730420.181,1,1,0
86357770.274,78850360.45,52519247.71,66594189.254,48290050.915,48990271.354,60411863.632,14205920.834,52123448.767,60288625.496,60730410.78,41785410.611,75234116.098,86362537.03,38898734.245,27527883.284,24575089.01,46391506.006,62808478.745,80639911.829,35915710.672,15824970.528,90586509.976,80732855.859,42826168.68,20578170.783,13325526.15,41927945.203,73229432.68,61559155.527,47597744.952,26384709.179,59585045.346,25229671.217,83115475.079,53391134.696,26665736.064,50332564.41,47175402.243,96473387.733,71441246.361,65955167.153,63408187.355,82886753.292,11622829.297,73382138.196,40555685.654,32060035.94,90054882.996,69431365.385,1,1,0
86356758.795,78854792.892,52519833.318,66589826.574,48303201.438,48989954.561,60411880.502,14203558.498,52136872.628,60275206.565,60792064.425,41791414.49,75238640.832,86378064.729,38920435.328,27501608.8,24583179.058,46421743.685,63386662.213,80633572.011,35928035.872,15828424.008,90583779.587,80717468.37,42825648.016,20578042.429,13353463.523,41925341.259,73228605.501,61563091.236,47592984.987,26385046.534,59584323.632,25226961.626,83129331.915,53370297.535,26663873.693,50285404.906,47341438.54,96473061.69,71444675.079,65946095.855,63390738.823,82886048.589,11609950.021,73384887.621,40544665.33,32061394.518,90059671.123,69743287.592,1,1,0
86359671.933,78900787.877,52518604.812,66598995.852,48301042.061,48990383.0,60426362.898,14268876.907,52129112.959,60275572.556,60885768.797,41864430.093,75209871.672,86344023.685,38928831.754,28727012.795,24594635.61,46432462.491,63044864.587,80646291.031,35907636.765,15881169.798,90584198.435,80731760.369,42825513.294,20580759.348,13350641.086,41922734.754,73250316.056,61549068.636,47615614.44,26406389.399,59582448.511,25227317.865,83128466.697,53305484.863,26665264.568,50362636.228,47344371.464,96473689.045,71428484.916,65949181.554,63500205.872,82884272.609,11603391.063,73387307.927,40557777.166,32062186.79,90059044.78,69791113.178,1,1,0
86368178.534,78909180.693,52519003.439,66602058.083,48290917.869,48990124.256,60422413.139,13777030.709,52130583.632,60225885.804,60779102.764,41827120.628,75263569.333,86333794.236,38917050.22,27458934.584,24595239.0,46355118.37,63096117.347,80634398.606,35912837.003,15825060.745,90584430.607,80490050.462,42825203.768,20587731.376,13353347.038,41907662.601,73330885.812,61567154.266,47597333.222,26384052.314,59584518.565,25233004.0,83116898.344,53367372.152,26660078.711,50316569.159,47338196.699,96466311.395,71443127.846,65950688.372,63412981.827,82904391.091,11648887.61,73281792.046,40553072.541,32060736.57,90059410.693,69800208.858,1,1,0
86330900.474,78904995.234,52519553.912,66521972.747,48297998.412,48988091.421,60419653.063,14278743.724,52257484.976,60261322.42,60840417.625,41896482.123,75240530.047,86366814.233,38925059.35,27170658.09,24584144.125,46423078.745,63034133.191,80645186.989,35913422.955,15817143.347,90585794.231,80735815.912,42819646.328,20589311.205,13355406.816,41925793.325,73258946.875,61545370.129,47610072.508,26321875.338,59583643.345,25227009.12,83130812.507,53369006.999,26672913.831,50344237.099,47352023.596,96492314.251,71476120.963,65947633.133,63373226.557,82885264.833,11609204.223,73379462.874,40562617.985,32055186.183,90054231.91,69788664.428,1,1,0
86356747.317,78895705.272,52517576.038,66616601.638,48261044.869,48990753.689,60415359.397,14281517.178,52126181.426,60145019.432,60787458.565,41859833.465,75222536.418,86362956.051,38931530.544,27530735.869,24593266.682,46397950.886,63217307.657,80409674.811,35905817.708,15823801.117,90584402.818,80660674.292,42822314.154,20581666.871,13353866.879,41931873.333,73174661.023,61548751.683,47590698.738,26379180.409,59583794.714,25228234.491,82922910.461,53386643.744,26666097.335,50287091.823,47329166.016,96472472.001,71439600.361,65932658.456,63413373.74,82887848.969,11606839.339,73371855.529,40557762.56,32061577.603,90057433.434,69791828.376,1,1,0
86353480.811,78899065.292,52521448.412,66601496.091,48290601.152,48990238.1,60413655.083,14273175.266,52129647.496,60303834.781,60794287.877,41844847.992,75233453.49,86366411.439,38921222.416,27516401.768,24596082.391,46523227.044,63026122.016,80648879.397,35914677.953,15827701.702,90593953.361,80729694.486,42825598.504,20580961.262,13353660.726,41938336.918,73265569.217,61565989.96,47600578.478,26349202.374,59584212.873,25219213.65,83125925.216,53363603.199,26647832.531,50351397.388,47368537.196,96472243.362,71441783.565,65924134.207,63401261.791,82887942.033,11589415.895,73380138.838,40554756.338,32061031.341,90058021.807,69769855.278,1,1,0
86370833.698,78817602.492,52521230.059,66596675.458,48241540.54,48990931.038,60425449.096,14275164.21,52123411.933,60275597.978,60797318.742,42334260.323,75211380.404,86372706.977,38926279.751,27535380.562,24573486.474,46413070.765,63015810.548,80625968.185,35901554.481,15823943.125,90587942.081,80700824.398,42825537.465,20605246.213,13353712.473,41953293.059,73241443.06,61560423.367,47594990.77,26390718.364,59584377.435,25226776.341,83119047.406,53337058.554,26670216.055,50313654.337,47357598.831,96473747.9,71442692.139,65942231.688,63413108.595,82888190.362,11605627.315,73448675.16,40552629.263,32060816.843,90059003.859,69771683.769,1,1,0
86342445.157,78876170.414,52525641.61,66575420.95,48309957.06,48990191.649,60430020.151,14282482.245,52272191.199,60238902.116,60780327.765,41845292.067,75295217.261,86473985.732,38926365.638,27510804.817,24589513.361,46401535.147,63034797.522,80648575.831,35907068.165,15797913.977,90605122.919,80731374.302,42822695.29,20590092.43,13352419.188,41935158.188,73234106.478,61564020.43,47612066.746,26359578.956,59584908.826,25239189.806,83142077.094,53359721.763,26666663.375,50266886.751,47339386.187,96472935.735,71446216.351,65933661.158,63426614.23,82875023.804,11603576.374,73382803.489,40556246.726,32062017.639,90054412.378,69812260.823,1,1,0
86354669.453,78900653.602,52517712.78,66603370.823,48300169.346,48991135.464,60413851.909,14293288.649,52129642.966,60273919.466,60744593.359,41814999.062,75244806.797,86357758.992,38889218.475,27528047.638,24588805.983,46360803.074,63061165.644,80642356.95,35909239.755,15823492.787,90586880.803,80771635.02,42825661.384,20578354.83,13353463.848,41930157.562,73225349.174,61534731.183,47592669.479,26317327.917,59261557.826,25229882.852,83140060.753,53360112.409,26648873.98,50344732.373,47196380.38,96471597.469,71438403.926,65940384.167,63400479.595,82885742.093,11605717.209,73391274.391,40554182.875,32055636.21,90059876.029,69771006.341,1,1,0
86371033.573,78909098.74,52518731.779,66588905.228,48299812.122,48989462.348,60444246.923,14273674.751,52130937.772,60283200.245,60779380.173,42010839.493,75236806.574,86369855.63,38832609.958,27488546.507,24590314.083,46447606.386,63015039.114,80633463.409,35912435.849,15825076.223,90583470.503,80729201.952,42825284.57,20580140.813,13353684.689,41922116.701,73231975.828,61555136.478,47609713.138,26396166.31,59579289.7,25225649.63,83089845.315,53381960.446,26666192.483,50332549.409,47318564.929,96472961.98,71435096.38,65949171.63,63285289.09,82880570.088,11613140.632,73382241.244,40552942.98,32059589.475,90058796.896,69540183.238,1,1,0
86333414.073,78894421.109,52518854.717,66560048.347,48289272.595,48990164.412,60569402.564,14283533.227,52126017.208,60284481.219,60808447.601,41827551.825,75248123.789,86369399.398,38912700.515,27512352.749,24585522.262,46403222.032,62912882.801,80628449.268,35910027.767,15828179.346,90584692.137,80709128.924,42828427.004,20574833.189,13348733.565,41931333.686,73223751.022,61520903.973,47589557.179,26407226.588,59589009.004,25227518.815,83108848.053,53389158.694,26652559.947,50342468.485,47251159.025,96472163.332,71438257.374,65947434.121,63399449.472,82883064.091,11609204.4,73385707.898,40551394.957,32060836.106,90056195.335,69779825.896,1,1,0
86348138.884,78907461.758,52519379.423,66595514.177,48280055.403,48990487.976,60430999.992,14275434.328,52128924.134,60270263.523,60812201.701,41807846.859,75201523.812,86366449.312,38883211.642,27524419.828,24582409.067,46392846.67,63034593.581,80634664.417,35915343.051,15827783.37,90585208.841,80734096.127,42823848.746,20567814.471,13351227.69,41931321.954,73228018.303,61551769.756,47600066.477,26392308.698,59584617.517,25232596.956,83126535.561,53385303.593,26666252.893,50275145.411,47370026.315,96473429.263,71468470.205,65927542.027,63384460.01,82884886.808,11607018.095,73344544.508,40548188.322,32063793.809,90058937.121,69754727.581,1,1,0
86337002.136,78901045.088,52518105.259,66625865.956,48280920.852,48990030.536,60415551.674,14268260.188,52132057.234,60284440.011,60811001.221,41842760.256,75253954.958,86377196.465,38926606.745,28547848.94,24592238.882,46373974.008,62938444.711,80696456.838,35910471.695,15828829.784,90587449.936,80518955.999,42819934.769,20579126.943,13355835.073,41946843.487,73230602.571,61529663.362,47587117.052,26380822.054,59584526.002,25227219.173,83053177.987,53309282.35,26659409.831,50342269.994,47357631.846,96472082.016,71438663.24,65929183.049,63434448.939,82890809.332,11599554.29,73387856.528,40537807.582,32061803.687,90058085.394,69784651.715,1,1,0
86365060.408,78921656.835,52519187.665,66434716.062,48283048.867,48990418.128,60549375.769,14258092.692,52135034.022,60263763.304,60797424.713,41852966.313,75233224.747,86366447.833,38896015.361,27510166.319,24599211.446,46407236.015,63069200.233,80639889.28,35909007.573,15825835.512,90578403.512,80734592.716,42826317.422,20584966.775,13353716.475,41899261.667,73235487.481,61567084.595,47589576.661,26388901.55,59584427.441,25227009.775,83132931.48,53379053.783,26663866.506,50266607.466,47330841.072,96472291.926,71443481.921,65947858.868,63434943.069,82884097.388,11619004.345,73367969.318,40551799.001,32063609.322,90043679.246,69773739.661,1,1,0
86354180.931,78903848.558,52520666.039,66632336.862,48306813.178,48989822.44,60236564.958,14262104.065,52134504.715,60276404.349,60815417.874,41857841.77,74293272.08,86367956.768,38905249.32,27592428.686,24583093.388,46408277.472,63158692.71,80637768.192,35907394.955,15823027.321,90588270.729,80722407.653,42825761.577,20586962.259,13355358.873,41930331.602,73256201.686,61552269.786,47596281.395,26377913.143,59584306.272,25224812.689,83132014.064,53383490.139,26666661.194,50319067.369,47345075.612,96473568.71,71445601.1,65957208.428,63399788.291,82890462.718,11593948.149,73379908.787,40558713.745,32060059.885,90055063.097,69767638.274,1,1,0
86375059.141,78909379.525,52520376.786,66591786.126,48301128.33,49006763.649,60411405.063,14367358.439,52131410.126,60226835.494,60784431.987,41807033.142,75245781.685,86361337.734,38855662.785,27490303.69,24601717.225,46411539.362,62532069.291,80707025.277,35905984.446,15828642.485,90586471.812,80739576.563,42820886.764,20587866.238,13353709.276,41927122.145,73223147.292,61555797.623,47597193.928,26389563.769,59584583.166,25226574.618,83136075.727,53307631.764,26667198.157,50340866.966,47352594.379,96472411.05,71444361.049,65949856.812,63399972.361,82874762.944,11604701.278,73381678.973,40549553.794,32060454.805,90057450.726,69761320.567,1,1,0
86352974.411,78414634.625,52517006.718,66606301.921,48233205.584,48989352.884,60417641.024,14312985.532,52131029.482,60289394.734,60771591.54,41786414.111,75231079.217,86368218.244,38955236.811,27528108.706,24603812.152,46424945.319,62881920.994,80646007.131,35968620.893,15814559.552,90592537.822,80724971.643,42820919.682,20574329.983,13345174.128,41921975.793,73232626.231,61561665.374,47592984.985,26248852.491,59584284.722,25226983.341,83036320.787,53382592.755,26667579.881,50317824.117,47367429.39,96467327.29,71446960.197,65945313.286,63371397.387,82886273.377,11614109.282,73379001.416,40555572.839,32060212.337,90058774.123,69784048.106,1,1,0
86364527.86,78904613.885,52518884.334,66647649.862,48292228.758,48990422.084,60587311.733,14286434.235,52129937.897,60272816.086,60795235.739,41822979.469,75216991.237,86373636.015,38891471.314,27523360.419,24642705.685,36784065.095,63029320.846,80641730.905,35910257.818,15826342.171,90581628.7,80734136.133,42824056.088,20578217.106,13360440.879,41918165.925,73284309.459,61519061.373,47595665.768,26395141.292,59584459.847,25216138.521,83646576.078,53370847.153,26664530.251,50292658.096,47328134.431,96473190.209,71438500.435,65948461.369,63409909.616,82888121.518,11610295.579,73403192.385,40563790.975,32060312.192,90060461.999,69723760.186,1,1,0
86355972.946,78898598.311,52517546.928,66603718.939,48297829.082,48991123.197,60413640.548,14266891.18,52065005.828,60278024.893,60813098.109,41826174.924,75231443.94,86372461.558,39516241.263,27507651.094,24594340.839,46399779.38,61441715.711,80635265.892,35907194.524,15826576.131,90581737.253,80738222.249,42823630.787,20583717.598,13353750.41,41945898.263,73248620.681,61570863.315,47594681.531,26449146.672,59584484.946,25227949.584,83121497.997,53371369.223,26667097.716,50329991.609,47344387.526,96473411.949,71443744.639,65949873.184,63409630.584,82881880.651,11598995.374,73378744.902,40555569.604,32056997.569,90057500.245,69770233.22,1,1,0
85944833.093,78899225.713,52520098.318,66581601.088,48247082.804,48989811.284,60422555.601,14275266.427,52129409.794,60268490.458,60787449.876,41837053.971,75223435.226,86370331.873,38942312.78,27515485.685,24306312.934,46444796.936,63193578.507,80624255.668,35911033.561,15828004.142,90587121.769,80720169.311,42825449.593,20575367.65,13349804.238,42037916.217,73244667.228,61558171.315,47574280.323,26399004.102,59584520.81,25228907.024,83123715.846,53373895.767,26668353.583,50314733.391,47327298.975,96472945.747,71446446.125,65948407.389,63410423.477,82886047.539,11219161.332,73378934.688,40558377.091,32065092.691,90059062.189,69772901.056,1,1,0
86347441.957,78901118.055,52518317.691,66580555.277,48288342.083,48990357.255,60417214.721,14278542.75,52133834.576,59976170.143,60820376.021,41833247.316,75214827.816,86369398.879,38790360.203,27292931.304,24593811.719,46399442.965,63040462.392,80637119.157,35893682.109,15823756.024,90584645.802,80728365.748,42820260.722,20564968.757,13354212.352,41930867.465,73210174.682,61557675.088,47599175.233,26414274.612,59584672.937,25219482.001,83128024.168,53377706.845,26665293.043,50319320.8,47336653.332,96470609.26,71450114.504,65944694.342,63404927.909,82894186.956,11600887.592,73382429.609,40553171.022,32061811.376,90059825.21,69772184.45,1,1,0
86357268.204,78903062.341,52519229.304,66599151.294,48298902.751,48989761.145,60421068.707,14272355.266,52131160.889,60272033.146,60787346.392,41817323.566,75203032.299,86371876.722,38893452.505,28989301.595,24612100.198,46381522.582,62972970.18,80641870.457,35911050.053,15826307.721,90589304.854,81497240.115,42825960.722,20594341.756,13752982.901,41928049.161,71804191.194,61544478.275,47601252.668,26390981.613,59583397.265,25220968.1,83133055.985,53372201.69,26664813.166,50315463.151,47372115.848,96473287.013,71347420.814,65944076.404,63401370.274,82885128.883,11598802.634,73382919.024,40556157.3,32061257.369,90058235.758,69777308.901,1,1,0
86394544.836,78903525.477,52523377.665,66601051.379,48297351.047,48990524.643,60406458.788,14288307.092,52129899.761,60271964.348,60816074.032,41848897.401,75231325.832,86378836.842,38907515.654,27508515.572,24592489.354,46386240.465,62977289.138,80650321.636,35908888.222,15825245.999,90580283.585,80701390.175,42827790.39,20614598.345,13335916.492,41913399.104,73224204.331,61545554.493,47597628.6,26382185.105,59584194.592,25228713.508,83141855.645,53379860.053,26667185.882,50318938.02,47349625.137,96471695.594,71444390.224,65948850.274,63391399.926,82833128.434,11602740.674,73384877.652,40563929.494,32061191.979,90058284.075,69773400.627,1,1,0
86416650.683,78901867.35,52519422.152,66600964.274,48316474.88,48990438.649,60438728.648,14234264.459,52129681.032,60375741.765,60815426.557,41847759.106,75226021.893,86379780.575,38917007.255,27448648.91,24593667.635,46397568.122,63047440.699,80611981.569,35918758.267,15827027.435,90585688.247,80730306.356,42826437.861,20564545.516,13366426.244,41925357.221,73240373.782,61560024.862,47666293.881,26388457.364,59584611.538,25225990.612,83136002.601,53369993.208,26668058.661,50308713.708,47350420.543,96474463.878,71447607.612,65942648.234,63321980.603,82881303.617,11605387.663,73395887.067,40548330.654,32060901.853,90058497.702,69804381.836,1,1,0
86368322.931,78904458.649,52516701.746,66604192.174,48262522.036,48990246.552,60379621.251,14227684.005,52131275.116,60275632.156,60787955.039,41768253.638,75139381.96,86376202.145,38845757.203,27527747.983,24599958.329,46417709.618,63017040.37,80633604.316,35910087.331,15822755.193,90586998.605,80728284.721,42820638.91,20583941.102,13357112.478,41925651.411,73216840.146,61558281.248,47595961.972,26384869.252,59584182.247,25227186.616,83117172.961,53378310.356,26664389.002,50782120.919,47342153.21,96474725.82,71444374.441,65945135.171,63400747.575,82912389.567,11608853.135,74211360.973,40546849.968,32058192.286,90057560.156,69810252.109,1,1,0
86352006.994,78920868.364,52565593.936,66602504.386,48302227.289,48990332.586,60394648.586,14250459.332,52129237.672,60271313.381,60786678.746,41835079.811,75231575.234,86388713.299,38941849.745,28033056.667,24590198.033,46399480.514,63028061.377,80632421.672,35913544.416,15820962.452,90587019.981,80743115.848,42826130.513,20561558.843,13356283.053,41914983.893,73226555.194,61506610.895,47595417.382,26384503.542,59584767.392,25228835.582,83122790.746,53382426.4,26670883.123,50612148.369,47345645.233,96473143.589,71449436.394,66103744.136,63397257.552,82872752.871,11604058.709,73392039.842,40566039.755,32059989.054,90059174.225,69813161.142,1,1,0
86391998.257,78905222.853,52496266.381,66605179.089,48278772.622,48990099.622,60387360.142,14276404.862,52127423.024,60268931.955,60780190.6,41857463.072,75226290.083,86375789.801,38909109.834,27485984.566,24588606.786,46340612.459,63059181.758,80635506.409,35909212.634,15827226.247,90594061.384,80736770.186,42828647.097,20580417.829,13383057.552,41924110.922,73245389.087,61619037.333,47593610.662,26391476.081,59584994.073,25223827.613,83115511.081,53376543.747,26672338.091,50328641.966,47353531.031,96474143.651,71444184.88,65942808.66,63400764.435,82881647.903,11606304.566,73391098.323,40579570.633,32070132.692,90054410.657,69158201.785,1,1,0
86334876.53,78901139.387,52519112.21,66728702.857,48293534.971,48989943.45,60412124.819,14296700.325,52126912.778,60292719.418,60804575.055,42037970.482,75236065.679,86369317.707,38906130.474,27545459.707,24573210.643,46398675.685,62957195.466,80744485.886,35909158.144,15829414.012,90586376.963,80723763.6,42823810.855,20514840.313,13356813.411,41923457.898,73243430.631,61551211.861,47588327.407,26402968.567,59584167.001,25229016.876,83134602.776,53379699.448,26664984.959,50324730.02,47341016.957,96472176.49,71445709.628,65947397.838,63373420.084,82931954.217,11601471.113,73374861.635,40561296.38,32062336.19,90059023.12,69839996.557,1,1,0
86355080.305,78917616.364,52520201.624,66698133.988,48286643.297,48993065.628,60405038.301,14271726.033,52114904.25,60266729.306,60795391.658,41869856.744,75238428.286,86376995.253,39041124.343,27495092.729,24595804.317,46435186.511,63079371.822,80649767.633,35913468.751,15824853.329,90590410.682,80730602.171,42824944.081,20577066.678,13352162.95,41925616.656,73241168.894,61555732.459,47578824.702,24885115.377,59584916.255,25230143.225,83127761.084,53371046.637,26660708.228,50342409.993,47363344.482,96482478.744,71442997.914,66075917.29,63398007.611,82868317.662,11607117.56,73379081.663,40555538.632,32061294.311,90056304.787,69771413.588,1,1,0
