f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Artist,Place
86348929.799,78900177.767,52519367.079,66600654.941,48303468.929,48990267.37,60435618.891,14273385.27,52127910.742,60277739.056,60792984.045,41840321.424,75238053.494,86362015.735,38915114.899,27514534.913,24588511.509,46874568.768,63497972.323,80661631.553,35893182.591,15826916.423,90585214.871,80731058.976,42823302.804,20580946.644,13356010.195,41925603.414,73237850.672,61569094.111,47597700.023,26389562.378,59585725.035,25225132.089,83230730.835,53384293.573,26665979.171,50321088.026,47348748.476,96477293.795,71447796.933,65939868.64,63358405.649,82891897.999,11597260.307,73380461.154,40563115.58,32061370.116,90059303.219,69772167.193,1,0,0
86351902.764,78902619.772,52519128.899,66595442.359,48301247.38,48990089.126,60517195.779,14272672.139,52130441.364,60277686.369,60792716.771,41849030.778,75235947.508,86359636.592,38921031.052,27517214.595,24590006.404,46347808.083,63129854.841,80634144.158,35914872.242,15827660.269,90585743.742,80733599.928,42825836.084,20582278.461,13355320.564,41924222.275,73248685.906,61556491.934,47594707.587,26396805.135,59584611.509,25231340.139,82974672.126,53373520.228,26665719.823,50332877.105,47345821.829,96472827.026,71443706.502,65942548.733,63398236.85,82891104.356,11601295.802,73379805.061,40552563.614,32061111.324,90058689.972,69771659.056,1,0,0
86349779.565,78900470.019,52519019.488,66595604.945,48302620.354,48990165.335,60413137.348,14277123.431,52127892.476,60272693.517,60792704.359,41841192.949,75268237.425,86509510.873,38825157.159,27527695.072,24594391.275,46422875.564,63053296.953,80637393.382,35898526.286,15827626.407,90587150.126,80734056.821,42825920.327,20580188.952,13353035.191,41927097.472,73239269.747,61556247.359,47593692.304,26390117.947,59664273.192,25226579.477,82932502.356,53390053.778,26666603.624,50175324.538,47356782.528,96473147.724,71444678.516,65945331.112,63398127.43,82889165.046,11596607.842,73384043.482,40552198.062,32061610.799,90058291.96,69765591.372,1,0,0
86351542.475,78904922.015,52514997.056,66594913.761,48303762.473,48989767.917,60412602.955,14293467.789,52126512.614,60269980.89,60775375.01,41838732.146,75234190.717,86366733.346,38921765.755,27584102.376,24595542.985,46409514.156,63020350.451,80951547.011,35903665.642,15828709.789,90593438.311,80647336.799,42823249.931,20541946.763,13354418.05,41924499.136,73243462.388,61536815.119,47576730.15,26396927.009,59582496.112,25224898.873,83117331.073,53452542.037,26663402.186,48565700.963,47337726.385,96473153.364,71417964.304,65945922.338,63401742.751,82839506.996,11600152.574,73379437.628,40555261.182,32058276.721,90056589.535,69765326.029,1,0,0
86385352.388,78900816.059,52518772.495,66620629.942,48245272.062,48990116.686,60422617.731,14275641.008,52129467.939,60270849.546,60791739.598,41836728.537,75244601.739,86370229.827,38926537.597,27509013.876,24593138.725,46415738.308,63016729.234,80632819.021,35909864.781,15826126.399,90585628.475,80728709.748,42825559.417,20581086.671,13353443.766,41926544.987,73230449.295,61557532.369,47585569.842,26410681.739,59584542.986,25227562.342,82974525.809,53380535.489,26665560.577,50327220.143,47363284.547,96472579.786,71444145.446,65912676.461,63634374.158,82886904.582,11603249.527,73381927.173,40552799.118,32061179.518,90059073.167,69779584.988,1,0,0
86353000.547,78901950.573,52520257.95,66595436.721,48289599.984,48989963.755,60423690.186,14283837.148,52130797.129,60643204.114,60792808.111,41848040.659,75230803.661,86372787.386,38941546.256,27521197.534,24557769.382,46387089.321,62946948.266,80637060.092,35921113.251,15826185.831,90586931.894,80732473.89,42824601.112,20576337.148,13354322.038,41942782.885,73180706.138,61562523.821,47643116.948,26585011.692,59585111.504,25233093.772,83144762.157,53397825.33,26666837.9,50331344.002,47346656.973,96470152.243,71434697.603,65949365.057,63380297.27,82897693.243,11600128.363,73379181.468,40549704.429,32061350.889,90058957.847,69768609.884,1,0,0
86353531.034,78904028.563,52523739.205,66598124.623,48607942.299,48989912.043,61160150.772,14277302.724,52131390.076,60279894.421,60808079.574,41846946.999,75226814.522,86376273.282,38910204.553,27533261.39,24593664.121,46387984.749,63050673.713,80613730.53,35916834.14,15826348.797,90583898.332,80739395.103,42824333.069,20569905.108,13356683.444,41836600.137,73221625.064,61559021.617,47661194.376,26362827.136,59584672.585,25227460.841,83132778.342,53387765.023,26670765.726,50297890.629,47312885.004,96477959.558,71439514.146,65943742.815,63405283.323,82878697.481,11603359.98,73384011.57,40566898.765,32060835.505,90057912.537,69784419.502,1,0,0
86349570.218,78894655.59,52519449.353,66587982.238,48290094.93,48989391.566,60418815.884,14302057.668,52129712.951,60273453.702,60780636.507,41840778.317,75256832.457,86370916.975,38897647.082,27526516.811,24601876.909,46423677.944,63032107.935,80701579.197,35906068.985,15826515.426,90585996.303,80792199.463,42827134.96,20588496.751,13353114.429,41928877.256,73235218.215,62099406.577,47591109.919,26412107.271,59584446.578,25228921.437,83141642.507,53388761.25,26667253.238,50316724.618,47341657.433,96472964.575,71445667.577,65946322.41,63421414.093,82857529.932,11615333.46,73376909.867,40557027.906,32060139.115,90057225.008,73085293.643,1,0,0
86353392.913,78898014.815,52502525.907,66596905.264,48264052.395,48990230.853,60414900.606,14291287.306,52128070.729,60269002.492,60788598.229,41875945.644,75416905.385,86353283.172,38917748.248,27556693.065,24586872.915,46339198.872,63045370.041,80630116.427,35910903.636,15829026.564,90585951.88,80730735.009,42825589.935,20579182.418,13356600.355,41942406.488,73205276.529,61552260.991,47615909.496,26420638.529,59585354.312,25227845.991,83171080.906,53357282.48,26663725.889,50329133.853,47341131.278,96472387.683,71442943.28,65943507.846,63409447.865,82900256.659,11607015.816,73361749.542,40551961.981,32062275.639,90058253.626,69895037.223,1,0,0
86317382.262,78911502.722,52518807.109,66592322.097,48310606.32,48989742.792,60554962.983,14252109.395,52129365.032,60280748.295,60848139.049,41845356.032,75235544.392,86371689.955,38957097.948,27525336.481,24590910.171,46368726.515,63019920.755,80645675.59,35910198.67,15825940.421,90586436.356,80798796.956,42825807.034,20583410.254,13354293.624,41917972.864,73220857.686,61524726.363,47577623.554,26374028.661,59585891.198,25186870.957,83126373.945,53365635.977,26664609.099,51454103.222,47347056.08,96474517.477,71444270.126,65944720.053,63409171.974,82885500.733,11601800.961,73382375.143,40552826.115,32061534.376,90055664.059,69806668.424,1,0,0
86344712.88,78892691.549,52517394.937,66578012.285,47911435.644,48989818.129,60144112.337,14271041.75,52131782.986,60273845.573,60845148.695,41894901.929,75138841.978,86366068.32,38891729.494,27501152.144,24589595.852,46397870.813,62850984.599,80646086.401,35923366.273,15821672.298,90585246.12,80678878.989,42827908.304,20577825.3,13355206.902,41769417.79,73256333.263,61575797.056,47604702.13,26394982.26,59584503.175,25229500.351,83124624.087,53355182.034,26678237.594,50289016.769,47349616.245,96476469.391,71444150.469,65946056.505,63401085.606,82883592.604,11611187.135,73391035.669,40555197.101,32247267.312,90052877.368,69776179.463,1,0,0
86363411.784,78901740.144,52518861.29,66599943.071,48288959.499,48990170.848,60432412.007,14261630.907,52124825.898,60263389.328,60808014.838,41846049.22,75251241.143,86368733.276,38904093.449,27531276.226,24603983.907,46392511.443,62975980.153,80631450.234,35903640.543,15827434.984,90579725.119,80726309.45,42829468.951,20570705.021,13325851.597,41922400.719,73210333.534,61558070.761,47625511.331,26369398.648,59586150.276,25233022.761,83125199.438,53397606.767,26649698.674,50305305.647,47333766.483,96477789.81,71442311.984,65941501.741,63413688.692,82889402.386,10791816.296,73385945.708,40548811.545,32060552.257,90058427.944,69787307.567,1,0,0
86345924.038,78897452.451,52519075.148,66618953.357,48298745.107,48990171.283,60406539.867,14279867.728,52129621.087,60275411.271,60788863.447,41845017.478,75242122.484,86368048.739,38900261.042,27524707.852,24590432.589,46391480.515,63011118.767,80634029.618,35911135.12,15822513.065,90586382.327,80728574.898,42809052.444,20588346.695,13354139.539,41922397.163,73314228.547,61553316.582,47598021.689,26506525.609,59585086.786,25229915.524,83133125.969,53387141.123,26666363.266,50306398.868,47333507.028,96472381.397,71441822.956,65945670.87,63339504.175,82872731.618,11596653.655,73382050.551,40614948.227,32058665.054,90059987.822,69769895.637,1,0,0
86359690.649,78903058.944,52520527.996,66428602.342,48298634.951,48990409.025,60438834.406,14261089.16,52115022.928,60247994.46,60767894.985,41889754.431,75250483.232,86368974.769,38921261.312,27506385.635,24641107.793,46313583.902,63005923.29,80631002.381,35917642.177,15824329.976,90584449.847,80725422.789,42826014.689,20583969.535,13355657.175,41913494.835,73244891.286,61548615.201,47595071.527,26354547.794,59584636.443,25149066.216,83143374.692,53381242.517,26670572.269,50253491.731,47363579.442,96471847.705,71426927.332,65939078.806,63415004.325,82875404.878,11609946.039,73370709.777,40554155.858,32061265.499,90043413.11,69786360.633,1,0,0
86355827.431,78901986.073,52518924.574,66598213.753,48299007.034,48990149.692,60415430.822,14275101.95,52129877.667,60275152.853,60792424.974,41840594.444,75235437.167,86368325.674,38917018.789,27512431.996,24591063.23,46406391.064,63023365.542,80636267.777,35910344.652,15826659.443,90586229.403,80730348.643,42825751.556,20580160.433,13354677.971,41926678.995,73235920.737,61556136.114,47594691.771,26389825.015,59584526.949,25227387.279,83126703.503,53379336.884,26665836.654,50322570.728,47344516.465,96472930.974,71443821.41,65945845.712,63400020.637,82886274.228,11602182.033,73380898.354,40553004.133,32061184.605,90058686.613,69772713.894,1,0,0
86339912.5,78912075.986,52518949.202,66589395.993,48315327.834,48990570.218,60367679.586,14731346.147,52140047.191,59924668.863,60797425.474,41843158.925,75299324.716,86377744.88,38918146.829,27519678.771,24599720.482,46389039.951,63057240.718,80642200.796,35911373.079,15815679.629,90622810.875,80727704.415,42822657.001,20578227.163,13355834.57,41915400.459,73225653.383,61553803.3,47618624.631,26361972.823,59594482.518,25227660.547,83133124.938,53375893.328,26662984.08,50322434.497,47332074.992,96471790.49,71450458.198,65952379.273,63406001.334,82885419.647,11603603.255,73386325.925,40553503.753,32066256.308,90058566.741,69805172.562,1,0,0
86344911.71,78898444.799,52516742.024,66607886.257,48297856.553,48992250.204,60413777.259,14279109.797,52130600.039,60275969.487,60802169.55,41851896.19,75237918.669,86376650.414,38718941.399,27498122.327,24598568.256,46409722.113,63203178.572,80635357.647,35908772.858,15826464.789,90586073.672,84824510.341,42839101.118,20603049.817,13362690.597,41927500.163,73220244.247,61539352.86,47594668.654,26371365.803,59584860.5,25233223.289,83139893.998,53373322.608,26666861.905,50302254.206,47333466.815,96473036.49,71441814.058,65940318.369,63406404.551,82889428.972,11604711.424,73374849.842,40549572.939,32063552.778,90058459.754,69773727.144,1,0,0
86351237.66,78931800.724,52522119.354,66603883.987,48288697.142,48990098.772,60463389.136,14283818.569,52134228.754,60287986.355,60816740.094,41846060.085,75224852.669,86372519.285,38901939.542,27503776.638,24588335.999,46426993.395,63028561.6,80640175.969,35917726.877,15834614.427,90592049.288,80744859.247,42830060.656,20566080.683,13341487.463,41935622.159,73224803.211,61571921.745,47597414.068,26372061.796,59583386.003,25233156.551,82873625.107,53074564.158,26663412.033,50456794.275,47347045.741,96471320.907,71435213.784,65963697.548,63500266.341,82881809.734,11598293.817,73336289.267,40561768.623,32062810.661,90067378.57,69742900.716,1,0,0
86349234.086,78903989.023,52519497.774,66579083.582,48297934.942,48990160.88,60416822.803,14341707.825,52127554.786,60273442.035,60795139.442,41859012.985,75232487.137,86371264.653,38909483.213,27497393.406,24587062.124,46413292.233,63022157.318,80638856.281,35911961.895,15826535.924,90587890.039,80732556.926,42826224.729,20573098.067,13354075.334,41928007.327,73193009.694,61558334.992,47579234.331,26380960.282,59584616.703,25229447.154,83122669.184,53432396.326,26666554.376,50326668.444,47347111.24,96473128.971,71414929.439,65945572.406,63410751.521,82888818.019,11601244.383,73384643.669,40550517.429,32061174.38,90059132.991,69771113.274,1,0,0
86355827.436,78901986.066,52518924.575,66598213.732,48299006.91,48990149.692,60415430.822,14275101.955,52129877.669,60275152.846,60792424.957,41840594.446,75235437.167,86368325.677,38917018.792,27512431.992,24591063.237,46406390.991,63023366.071,80636267.375,35910344.662,15826659.443,90586229.404,80730348.421,42825751.58,20580160.43,13354678.003,41926678.999,73235920.732,61556136.162,47594691.767,26389824.924,59584526.949,25227387.279,83126703.489,53379336.899,26665836.677,50322570.721,47344516.466,96472930.98,71443821.412,65945845.709,63400020.636,82886274.219,11602182.032,73380898.306,40553004.133,32061184.605,90058686.613,69772713.894,1,0,0
86359795.926,78897163.134,52519270.427,66589097.257,48301531.686,48991895.241,60413641.374,14275687.099,52129317.656,60273843.688,61184293.652,41849920.732,75259162.655,86369986.705,38835254.409,27512703.989,24593577.66,46414922.458,63039885.311,80645200.3,35906259.992,15826020.486,90586790.287,80732693.233,42825110.438,20567253.738,13353882.259,41924697.718,73241758.716,61556519.197,47592803.301,26406583.513,59584328.954,25228303.993,83120553.16,53378962.037,26665120.516,50330307.865,47340741.843,96473187.57,71464144.604,65956569.063,63402538.361,82885796.355,11600072.567,73382758.002,40554153.705,32065207.165,90059220.546,69771311.903,1,0,0
86349633.164,78898780.882,52519429.702,66598202.222,48306297.092,48990100.75,60413285.794,14278982.686,52130281.602,60273637.8,60783416.356,41839283.031,75235315.189,86368900.31,38914518.527,27515417.114,24591260.637,46408492.63,63033090.715,80630026.527,35910481.139,15827160.206,90532283.298,80715429.044,42825429.176,20580416.641,13355150.348,41923644.745,73235395.009,61552406.924,47594904.049,26388210.842,59584646.489,25227664.906,83131914.25,53388147.042,26665665.628,50324270.264,47341708.735,96467328.29,71406253.772,65949099.544,63399842.92,82886810.393,11610940.497,73361629.763,40555747.164,32060801.52,90057806.309,69736394.003,1,0,0
86355827.366,78901986.074,52518924.586,66598213.801,48299007.104,48990149.695,60415430.822,14275101.967,52129877.669,60275152.811,60792424.979,41840594.461,75235437.234,86368325.724,38917018.798,27512431.996,24591063.441,46406391.958,63023365.295,80636267.64,35910344.668,15826659.443,90586229.392,80730348.706,42825751.609,20580160.432,13354677.968,41926678.998,73235920.734,61556136.193,47594691.754,26389825.125,59584526.949,25227387.279,83126703.479,53379336.867,26665836.628,50322570.723,47344516.463,96472931.003,71443821.236,65945845.778,63400020.636,82886274.22,11602182.028,73380898.261,40553004.132,32061184.605,90058686.613,69772713.894,1,0,0
86358495.407,78897917.336,52523728.716,66587162.002,48298583.387,48990367.785,60409605.823,14275490.95,52130581.292,60279073.769,60949369.69,41811676.431,75195069.109,86367697.509,38912281.537,27451946.495,24588272.498,46391327.874,62983324.424,80623193.939,35912492.756,15680088.474,90609200.878,80724521.269,42840346.837,20574126.053,13354489.147,41923455.879,73229101.082,61562928.085,47593059.436,26379403.395,59584682.989,25228090.317,83267986.445,53327949.742,26666194.088,50328392.534,47347792.643,96473235.255,71443110.432,65944668.689,63380691.496,82850302.745,11602613.339,73377717.829,40570830.396,32060941.036,90058489.252,69771353.055,1,0,0
86353259.042,78897606.224,52521035.174,66608868.179,48407964.45,48990303.936,60425025.486,14281738.579,52139925.303,60265689.222,60710207.464,41851420.616,75216272.807,86358452.419,38912276.017,26744410.102,24593189.38,48929613.164,62845642.936,80651089.881,35914494.086,15828604.678,90587602.569,80739142.192,42827203.69,20595423.11,13353977.747,41919774.602,73246104.2,61557900.387,47590268.016,26382347.627,59584328.011,25228763.736,83129840.468,53264430.057,26667115.679,50247820.426,47327957.257,96473853.136,71444824.53,65943734.294,63423051.505,82884147.066,11594713.597,73385856.237,40549517.021,32058359.662,90057194.844,69775373.595,1,0,0
86363554.106,78899297.219,52518378.979,66592068.045,48295337.398,48990220.652,60427495.767,14265088.068,52130915.523,60293733.402,60802986.601,41844765.48,75242303.169,86336905.243,38903859.674,27506129.565,24595373.547,46387440.891,62981611.153,80625780.248,35907636.725,15825636.26,90581852.493,80724441.532,42863038.113,20577201.559,13353331.673,41919589.537,73226191.202,61552997.855,47605415.773,26463035.134,59584660.643,25228206.922,83109091.877,53392928.04,26666288.446,50321491.244,47455847.56,96472147.674,71442638.995,65945784.735,63418589.73,82893834.593,11602695.55,73377151.729,40552924.612,32060298.781,90058432.336,69781974.818,1,0,0
86355016.208,78906098.672,52518691.117,66643683.646,48322756.986,48990365.641,60418512.358,14247962.902,52127046.197,60334105.499,60800249.246,41885786.528,75155009.26,86367620.904,38905222.291,27538529.4,24624170.052,46767444.432,63028282.697,80614457.281,35913761.077,15837779.817,90588498.055,80725793.275,43005397.284,20581001.403,13354557.175,41924453.483,73249826.895,61564063.28,47588482.266,26219928.857,59584355.709,25222861.874,83150532.548,53395049.577,26665898.894,50305168.965,47342346.541,96471402.476,71444243.983,65948822.649,63426472.699,82880800.816,11565804.123,73381656.425,40549879.222,32059847.675,90058926.212,69775302.478,1,0,0
86373047.655,78903263.879,52521532.806,66600340.989,48292911.238,48990228.059,60411048.4,14276949.543,52119571.089,60027479.246,60805908.788,42099488.039,75227443.248,86366892.416,38902206.004,27538606.012,24598683.724,46414452.948,63038854.003,80635266.943,35908703.549,15818991.23,90588882.339,80742144.106,42826375.052,20540643.109,13349676.092,41924672.964,73255137.797,61561735.524,47587517.107,26374959.379,59584296.102,25231104.234,83123517.425,53380597.953,26663622.804,50310471.547,47332811.541,96473495.294,71500029.293,65945614.505,63401889.905,82877102.612,11610059.646,73380776.229,40546264.2,32060883.284,90041883.803,69782612.323,1,0,0
86355827.432,78901993.391,52518924.577,66598213.766,48299007.024,48990149.693,60415430.823,14275101.96,52129877.669,60275152.835,60792424.975,41840594.425,75235437.174,86368325.682,38917018.815,27512431.997,24591063.004,46406391.093,63023365.674,80636267.699,35910344.67,15826659.443,90586229.403,80730349.325,42825751.567,20580160.459,13354677.958,41926678.998,73235920.737,61556136.187,47594691.776,26389825.193,59584526.949,25227387.279,83126703.471,53379336.902,26665836.678,50322570.729,47344516.466,96472930.975,71443821.402,65945845.717,63400020.636,82886274.224,11602182.031,73380898.428,40553004.132,32061184.605,90058686.613,69772713.894,1,0,0
86351919.804,78900152.855,52519033.013,66584192.967,48299779.218,48990271.819,60404488.477,14276045.747,52128228.455,60273487.231,60795305.086,41858983.656,75229826.043,86364199.745,38906431.974,27509333.646,24596968.923,46412053.685,63014701.419,80633776.847,35911421.174,15826905.374,90579879.251,80751022.036,42824612.867,20586292.377,13354671.013,41927297.157,73235408.199,61555849.658,47599419.906,26389125.827,59584610.665,25226873.432,83127747.586,53372195.965,26668997.119,50316289.787,47343151.941,96472776.483,71444029.034,65946418.646,63401385.296,82885282.678,11527417.807,73382160.745,40551460.06,32062117.216,90059329.407,69800966.976,1,0,0
86307285.012,78893731.481,52519722.591,66593786.225,48291562.438,48990026.016,60404542.812,14089206.282,52131160.843,60274478.776,60790910.264,41846366.354,75236924.256,86374151.75,38924814.733,27508907.558,24594608.386,46426992.463,62941974.696,80624047.779,35909032.757,15830540.429,90585293.173,80746065.764,42848799.028,20570549.659,13355283.122,41925404.835,73243793.865,61570270.19,47576525.239,26377865.071,59583479.73,25228572.066,83121158.274,53412596.143,26666687.344,50427591.74,47354062.777,96472903.172,71444795.986,65945164.596,63334168.503,82884075.484,11615100.477,73377677.904,40542532.286,32062095.826,90047030.094,69774221.552,1,0,0
86351565.463,79229183.046,52520224.039,66560410.686,48288685.199,48990130.372,60444910.433,14318017.566,52128033.507,60272917.331,60834870.407,41846527.179,75224074.366,86388919.942,38854947.051,27504477.12,24593375.551,46356811.155,62988644.799,80624532.17,35912458.28,15824766.837,90586043.289,80719095.38,42825595.897,20580097.896,13353688.267,41923590.285,74800421.429,61556320.029,47595831.551,26350957.031,59584245.233,25224432.051,83139960.386,53367993.224,26666874.587,50299020.587,47341945.141,96470831.491,71446355.583,65942861.337,63392442.08,82886548.018,11684359.3,73381268.778,40568523.84,32060204.438,90057778.298,69807917.191,1,0,0
86355827.432,78901986.079,52518924.575,66598213.809,48299006.921,48990149.693,60415430.822,14275101.956,52129877.667,60275152.851,60792424.969,41840594.451,75235437.186,86368325.712,38917018.793,27512432.001,24591063.277,46406391.021,63023365.782,80636267.774,35910344.654,15826659.443,90586229.414,80730348.666,42825751.553,20580160.428,13354677.971,41926678.999,73235920.752,61556136.189,47594691.768,26389825.237,59584526.949,25227387.279,83126703.487,53379336.9,26665836.678,50322570.71,47344516.465,96472930.977,71443821.476,65945845.706,63400020.636,82886274.237,11602182.031,73380898.339,40553004.133,32061184.605,90058686.613,69772713.894,1,0,0
86363553.99,78899293.493,52518379.414,66592068.177,48295337.797,48990220.65,60427495.671,14265088.173,52130915.523,60293733.921,60802987.946,41844765.444,75242303.201,86336905.093,38903859.676,27506129.189,24595370.891,46387436.33,62981610.669,80625779.744,35907636.492,15825636.264,90581851.918,80724441.621,42863038.905,20577201.535,13353331.505,41919589.74,73226191.183,61552997.845,47605415.943,26463074.867,59584660.639,25228206.878,83109092.275,53392927.963,26666288.405,50321505.333,47455939.646,96472147.668,71442639.058,65945785.15,63418589.695,82893834.571,11602695.465,73377151.628,40552924.616,32060299.312,90058432.332,69781974.728,1,0,0
86358956.449,78881865.336,52518250.119,66595873.855,48267046.874,48990115.21,60640779.374,20783310.905,52134898.421,60261226.17,60814059.763,41851337.056,75234044.918,86370227.236,38915332.317,27498536.86,24595720.834,46408134.159,63033341.449,80563229.088,35909709.053,15826270.29,90584887.97,80740666.756,42826146.394,20610920.805,13355200.131,41921721.589,73259047.65,61543645.567,47588695.052,26387286.116,59583499.527,25227374.113,83130751.159,53425345.618,26658723.43,50280006.18,47322165.388,96472960.402,71446118.239,65938310.045,63395238.638,82884570.67,11605733.216,73394101.387,40523230.027,32062766.74,90058633.665,69785522.364,1,0,0
86355827.42,78901986.075,52518924.577,66598213.635,48299007.093,48990149.693,60415430.822,14275101.959,52129877.668,60275152.85,60792424.967,41840594.477,75235437.206,86368325.684,38917018.792,27512432.013,24591063.222,46406390.971,63023365.301,80636267.801,35910344.665,15826659.443,90586229.402,80730348.655,42825751.555,20580160.428,13354677.972,41926678.998,73235920.694,61556136.206,47594691.778,26389825.029,59584526.949,25227387.279,83126703.476,53379336.896,26665836.672,50322570.764,47344516.466,96472930.968,71443821.408,65945845.727,63400020.636,82886274.229,11602182.032,73380898.357,40553004.133,32061184.605,90058686.613,69772713.894,1,0,0
86350188.412,78904880.654,52518054.906,66591073.505,48300762.621,48992312.714,60393296.81,14272335.75,52131139.751,60277358.645,60784861.409,41826520.365,75227105.589,86365530.763,38990340.177,27514897.039,24586993.466,46408513.854,63023858.432,80638358.939,35911625.501,15824256.036,90586513.47,80732240.866,42825713.122,20572915.415,13354397.768,41928314.379,73229210.489,61544051.351,47593175.05,26599334.509,59585612.967,25224362.567,83135690.711,53380664.352,26665266.742,50331364.403,47352574.037,96472775.133,71444550.248,65948816.62,63393176.524,82886595.56,11602786.22,73382616.777,40552558.642,32062367.427,90057227.887,69775216.776,1,0,0
86355827.432,78901986.074,52518924.578,66598213.759,48299006.927,48990149.692,60415430.822,14275101.954,52129877.668,60275152.844,60792424.971,41840594.436,75235437.175,86368325.681,38917018.789,27512431.996,24591063.164,46406391.223,63023365.385,80636267.741,35910344.66,15826659.443,90586229.409,80730348.642,42825751.556,20580160.307,13354677.974,41926678.998,73235920.73,61556136.166,47594691.777,26389825.073,59584526.949,25227387.275,83126703.524,53379336.903,26665836.642,50322570.718,47344516.466,96472930.963,71443821.406,65945845.837,63400020.636,82886274.241,11602182.032,73380898.358,40553004.133,32061184.605,90058686.613,69772713.894,1,0,0
86365365.258,78737353.629,52519558.445,66610123.914,48269243.0,48990521.749,60424739.872,14248905.884,52123712.515,60279451.771,60886401.815,41900452.586,75256588.174,86367882.039,38940279.173,27525640.165,24583946.573,46379930.26,63005709.103,80635417.743,35909290.271,15826188.473,90585754.246,80749954.757,42811409.546,20589610.612,13356985.997,41928466.246,73227489.017,61552266.919,47575774.568,26358297.521,59584434.004,25229780.514,83124046.092,53401488.536,26702016.951,50296594.623,47343885.1,96472146.267,71447265.842,65944424.704,63411095.249,82886322.139,11697961.503,73379483.317,40560112.71,32059925.286,90058699.532,69791391.918,1,0,0
86355827.43,78901986.074,52518924.604,66598213.734,48299007.046,48990149.708,60415430.819,14275101.88,52129877.666,60275152.858,60792425.55,41840594.437,75235437.318,86368325.699,38917018.785,27512431.992,24591062.579,46406391.609,63023365.877,80636267.57,35910344.656,15826659.443,90586229.407,80730348.698,42825751.555,20580163.634,13354677.973,41926679.002,73235920.787,61556137.11,47594691.777,26389835.142,59584526.948,25227387.28,83126703.436,53379336.917,26665836.794,50322570.72,47344516.468,96472931.0,71443821.238,65945845.686,63400020.636,82886274.222,11602182.032,73380898.452,40553004.131,32061184.605,90058686.614,69772713.894,1,0,0
86350150.983,78886724.817,52519012.778,66598136.915,48299056.159,48990550.782,60404877.832,14276919.419,52107652.423,60316492.506,60798396.138,41849635.815,75250343.601,86495789.244,38912129.314,27492305.677,24581250.859,46396113.989,63009108.681,80638111.039,35908491.285,15650313.391,90581894.321,80699979.381,42826569.793,20578354.434,13395959.897,41523293.665,73224464.414,61498607.275,47599960.202,64814818.484,59581883.99,25235429.427,84297320.492,53465681.658,26678610.172,50422742.525,47348866.978,96472314.886,71406411.642,65928708.583,63414986.927,82885779.118,11611337.913,73379104.487,40546337.313,32062048.73,90059869.275,69771028.843,1,0,0
86355827.429,78901986.05,52518924.576,66598213.736,48299006.594,48990149.693,60415430.822,14275101.957,52129877.669,60275152.843,60792424.981,41840594.449,75235437.1,86368325.745,38917018.981,27512431.995,24591063.239,46406391.114,63023366.333,80636267.778,35910344.671,15826659.443,90586229.416,80730348.633,42825751.557,20580160.216,13354677.972,41926678.998,73235920.742,61556136.142,47594691.779,26389824.696,59584526.949,25227387.279,83126703.521,53379336.9,26665836.7,50322570.773,47344516.466,96472930.919,71443821.068,65945845.718,63400020.636,82886274.219,11602182.031,73380898.229,40553004.133,32061184.605,90058686.613,69772713.894,1,0,0
86355650.277,78898525.172,52516545.759,66598363.136,48296896.383,48991586.266,60415722.259,14261364.359,52130668.651,60272708.897,60751747.09,41832957.031,75261302.694,86390273.964,38911807.097,27345900.137,24589429.932,46411295.913,63036726.107,80632171.982,35906128.02,15826618.027,90585758.778,80719802.039,42837395.628,20579813.788,13354814.304,41928206.477,73221630.701,61563726.982,47609328.785,26389608.192,59580430.409,25232567.716,83125144.952,53397236.821,26670825.882,50289112.867,47346657.679,96470034.114,71442588.34,65955066.406,63396649.166,82889720.362,11680173.807,73386656.525,40619076.242,32061509.556,90058234.416,69781727.331,1,0,0
86340644.114,78911979.923,52512370.881,66593485.807,48320496.555,48990164.394,60414740.508,14256755.313,52130513.994,60278313.633,60785627.368,41844604.078,75235733.153,86352071.355,38908775.46,27486764.712,24577598.807,46401214.206,63019316.044,80626947.032,35905593.564,15842168.724,90587513.461,80719504.161,42825826.631,20598921.456,13354195.809,41934010.048,73212012.218,61561273.894,47596559.319,26404895.014,59583819.876,25227814.027,83121327.059,53407912.224,26659371.219,50332849.713,47343736.131,96473096.141,71439291.627,65942902.056,63398162.339,82881062.256,11646967.871,73363979.84,40558215.479,32059518.493,90046170.672,69737127.56,1,0,0
86366943.633,78905903.567,52519126.338,66597452.613,48367120.663,48989952.007,60241346.289,14273715.372,52137725.265,60274213.939,60797022.487,41504281.844,75242614.368,86320768.82,38906145.531,27096811.696,24612491.877,46402439.33,63043217.326,80512848.598,35903011.299,15827618.068,90586293.087,80732740.339,42875991.752,20578281.565,13354943.666,41942807.004,73245829.304,61563314.033,47606644.101,26400721.941,59584705.752,25222765.428,83144548.338,53382465.59,26667379.35,50327674.513,47351543.199,96471850.307,71444815.919,65962427.198,63481571.099,82901730.971,11602754.018,73378431.388,40536362.479,32060357.435,90057037.165,69776361.492,1,0,0
